Rating,Review Text,SA,Sentiment
1,found two things wrong hotel first choice ally valentines day weekend preceded chinese new year celebration days later second showers built short people 5 10 tall shower head shoulder deal breaker rest hotel excellent cant say enough good things exterior may look bit rough preparing redo scaffolding going amenities great 6 restaurants one bar counting lobby bar drink order menu food coffee shop downstairs get great latte pastry breakfast take buffet uno 800p extensive order eggs order everything want buffet lunch ate friday roast suckling pig excellent italian restaurant also outstanding service food offer shuttle shopping malls also taxi service expensive want wait shuttle take pick massage salon outdoor pools one adults kids 3 ft deep slide pool bar gym facilities trainers want hotel ever seen duty free shop well victorias secrets shop bring lady weekend soon forget wifi throughout hotel good except valentines day evening everyone town slowed naturally 5 stars one best stayed,0.9732,Positive
5,hotel nice many amenities well maintained stayed night visiting cebu city lunch dinner several many restaurants located ordered breakfast room service room convenient go eat wait room service short food great breakfast provided room restaurant lobby level good eaten previous stay year earlier daily rate comparable hotels area located close several malls area never casino gamblers could see busy,0.9001,Positive
3,room isnt ready upgraded ambassador suite looks new entire room creepy dark ac working moved wing next day receptionist helpful,0.1754,Positive
5,stayed one night trip waterfront always comfortable stay beds great room quiet always sleep well waterfront breakfast buffet also good leave hungry available restaurants dinner little pricey well worth considering facilities cleanliness quality food,0.9317,Positive
5,stayed 3 nights impressed service room restaurants staff breakfast amazing back weeks used gym well would say one better gyms come across hotels around world,0.8979,Positive
4,use pacific ballroom venue annual company kickoff huge place accomodated us 2k+ employees lobby spacious even comfort rooms parking lots gym swimming pools course casino place fronting cebu parkthis time food served okay compared previous years events,0.7003,Positive
5,walking distance airport clean quiet overslept im tired place comforting thanks airport hotel staff late able manage flight back davao price quiet expensive woth never tried food went outside eat nonetheless great experience budget place want,0.8689,Positive
5,great hotel comes great service moment stepped lobby knew im great experience checkingin breeze room comfort zone breakfast comes accommodation leaves full tummy throughout day couldnt help checkout late following day 24 7 fitness area plusread,0.9407,Positive
3,satisfied room quality much feel comfirtable location pretty good closely located park famous marssage parlor much want recommend property unless make improvement room quality,0.9287,Positive
5,everytime come cebu make sure visit waterfront even sometimes billeted another hotel although happens exceptional circumstancesthe buffet uno caf club ambassador great aside love ready smile staff,0.9393,Positive
4,nice place worth every peso pay absolutely would recommend place everyone near airport lots places nearby good food entertainment hotel also nice would absolutely recommend try stay hotel,0.9465,Positive
5,pleasant stay hotel wonderful food clean nice big room really hotel recommend others well managed garden surrounding area made stay even better wish time stay longer,0.9682,Positive
4,one rooms 1230 bathroom leaking stay wonderful great service good food lobby beautiful friendly staff ample selection tasty breakfast definitely recommend stay place,0.9723,Positive
3,early flight cebu place stay literally front airport terminal walk terminal lot luggage ask shuttle bus access foot bit complicated steps hotel fine one night stay room quite nice big doesnt much charm convenient early flight,0.3889,Positive
